Deborah	F	49814	1952
Michael	M	79049	1952
Patricia	F	51018	1953
John	M	80190	1953
Patricia	F	49146	1954
John	M	81165	1954
Debra	F	50556	1955
Robert	M	83703	1955
Deborah	F	47837	1956
David	M	81624	1956
Debra	F	42737	1957
Robert	M	81717	1957
Karen	F	38463	1958
Robert	M	77272	1958
Karen	F	36776	1959
John	M	76407	1959
Karen	F	36380	1960
John	M	76093	1960
Linda	F	35579	1961
James	M	75924	1961
Karen	F	35184	1962
James	M	72555	1962
Karen	F	32485	1963
James	M	71322	1963
Karen	F	30247	1964
James	M	73037	1964
Kimberly	F	28830	1965
James	M	67701	1965
Michelle	F	27151	1966
John	M	65032	1966
Mary	F	25313	1967
John	M	61618	1967
Jennifer	F	26852	1968
James	M	60693	1968
Kimberly	F	33077	1969
John	M	58771	1969
Michelle	F	34050	1970
John	M	58525	1970
Kimberly	F	30696	1971
John	M	51518	1971
Kimberly	F	26290	1972
David	M	46366	1972
Kimberly	F	23533	1973
James	M	42889	1973
Heather	F	23181	1974
David	M	41815	1974
Melissa	F	24165	1975
James	M	39591	1975
Heather	F	24198	1976
David	M	39294	1976
Jessica	F	24843	1977
David	M	40543	1977
Amy	F	23212	1978
David	M	40704	1978
Jessica	F	27776	1979
David	M	42078	1979
Melissa	F	31636	1980
David	M	41925	1980
Sarah	F	28173	1981
Jason	M	41931	1981
Sarah	F	28484	1982
Jason	M	40632	1982
Ashley	F	33293	1983
David	M	39199	1983
Amanda	F	33908	1984
Joshua	M	40262	1984
Amanda	F	39052	1985
Joshua	M	42195	1985
Jennifer	F	36185	1986
Joshua	M	37542	1986
Jennifer	F	32703	1987
Joshua	M	40000	1987
Sarah	F	28368	1988
Joshua	M	42651	1988
Amanda	F	36827	1989
Joshua	M	44091	1989
Amanda	F	34408	1990
Joshua	M	43219	1990
Amanda	F	28893	1991
Joshua	M	41218	1991
Brittany	F	24977	1992
Joshua	M	36215	1992
Samantha	F	23668	1993
Joshua	M	33581	1993
Samantha	F	22820	1994
Joshua	M	31372	1994
Samantha	F	21644	1995
Jacob	M	31129	1995
Sarah	F	21040	1996
Christopher	M	30901	1996
Sarah	F	20707	1997
Christopher	M	29105	1997
Sarah	F	19884	1998
Joshua	M	28089	1998
Sarah	F	19104	1999
Joshua	M	27258	1999
Ashley	F	17997	2000
Joshua	M	27537	2000
Ashley	F	16527	2001
Joshua	M	26015	2001
Emma	F	16540	2002
Matthew	M	25153	2002
Hannah	F	17637	2003
Matthew	M	24001	2003
Olivia	F	16105	2004
Matthew	M	22874	2004
Abigail	F	15749	2005
Matthew	M	21468	2005
Isabella	F	18225	2006
Ethan	M	20514	2006
Ava	F	18051	2007
Joshua	M	20655	2007
Olivia	F	17081	2008
Joshua	M	19205	2008
Sophia	F	16944	2009
Alexander	M	18234	2009
Olivia	F	17028	2010
Jayden	M	17179	2010
Olivia	F	17322	2011
Jayden	M	16992	2011
Olivia	F	17316	2012
Noah	M	17353	2012
Isabella	F	17642	2013
Mason	M	17699	2013
Isabella	F	17089	2014
Jacob	M	16883	2014
Ava	F	16378	2015
Jacob	M	15949	2015
Sophia	F	16128	2016
Mason	M	15244	2016
Isabella	F	15180	2017
James	M	14291	2017
Isabella	F	14464	2018
James	M	13525	2018
