Deborah	F	24093	1961
Steven	M	32240	1961
Sandra	F	22414	1962
Jeffrey	M	33521	1962
Cynthia	F	21593	1963
Jeffrey	M	31719	1963
Tammy	F	20041	1964
Jeffrey	M	30732	1964
Angela	F	18749	1965
Jeffrey	M	29587	1965
Jennifer	F	18210	1966
Thomas	M	29014	1966
Jennifer	F	18231	1967
Brian	M	28655	1967
Susan	F	19503	1968
Brian	M	29939	1968
Laura	F	17920	1969
Richard	M	31106	1969
Tracy	F	18468	1970
Richard	M	30456	1970
Julie	F	15326	1971
Scott	M	30921	1971
Nicole	F	15752	1972
Matthew	M	22943	1972
Rebecca	F	14870	1973
Matthew	M	24546	1973
Rebecca	F	15167	1974
William	M	26990	1974
Nicole	F	14276	1975
William	M	25572	1975
Amanda	F	15590	1976
Daniel	M	24720	1976
Kelly	F	18235	1977
Joseph	M	26493	1977
Nicole	F	17276	1978
Joseph	M	26671	1978
Michelle	F	19269	1979
Brian	M	28670	1979
Michelle	F	19123	1980
Joseph	M	30203	1980
Heather	F	17947	1981
Daniel	M	30994	1981
Amy	F	18803	1982
Daniel	M	32653	1982
Elizabeth	F	19842	1983
Robert	M	32746	1983
Elizabeth	F	20364	1984
Joseph	M	30515	1984
Megan	F	20013	1985
Joseph	M	30212	1985
Elizabeth	F	19072	1986
John	M	30207	1986
Elizabeth	F	18607	1987
Robert	M	30229	1987
Elizabeth	F	20038	1988
Robert	M	30317	1988
Elizabeth	F	20295	1989
Robert	M	30065	1989
Lauren	F	20506	1990
Joseph	M	30128	1990
Emily	F	20308	1991
John	M	27800	1991
Megan	F	17842	1992
David	M	28411	1992
Stephanie	F	17183	1993
Andrew	M	27319	1993
Megan	F	16580	1994
Andrew	M	26009	1994
Elizabeth	F	16185	1995
Austin	M	25905	1995
Elizabeth	F	15998	1996
Andrew	M	25235	1996
Madison	F	15188	1997
Tyler	M	24876	1997
Elizabeth	F	15187	1998
Austin	M	23477	1998
Elizabeth	F	15345	1999
Tyler	M	22665	1999
Taylor	F	15078	2000
Tyler	M	21504	2000
Olivia	F	13977	2001
William	M	20101	2001
Olivia	F	14629	2002
Daniel	M	21316	2002
Samantha	F	13867	2003
Anthony	M	20145	2003
Elizabeth	F	13561	2004
Christopher	M	19630	2004
Ashley	F	13274	2005
Christopher	M	19168	2005
Samantha	F	12462	2006
William	M	18957	2006
Elizabeth	F	13056	2007
Andrew	M	18449	2007
Chloe	F	11824	2008
Matthew	M	17580	2008
Mia	F	11426	2009
Christopher	M	16355	2009
Mia	F	10639	2010
Anthony	M	15493	2010
Chloe	F	10991	2011
Daniel	M	15291	2011
Elizabeth	F	9708	2012
Aiden	M	14903	2012
Elizabeth	F	9454	2013
Daniel	M	14298	2013
Charlotte	F	10115	2014
Daniel	M	13937	2014
Harper	F	10295	2015
Benjamin	M	13700	2015
Harper	F	10787	2016
Ethan	M	13819	2016
Abigail	F	10607	2017
Jacob	M	13178	2017
Evelyn	F	10376	2018
Logan	M	12352	2018
