Deborah	F	22894	1962
Thomas	M	36524	1962
Sandra	F	21619	1963
Thomas	M	35503	1963
Cynthia	F	20320	1964
Thomas	M	34451	1964
Cynthia	F	19248	1965
Thomas	M	31623	1965
Angela	F	18530	1966
Jeffrey	M	30202	1966
Melissa	F	18379	1967
Christopher	M	29426	1967
Karen	F	19558	1968
Christopher	M	31459	1968
Tammy	F	19051	1969
Brian	M	31687	1969
Mary	F	19203	1970
Mark	M	31492	1970
Mary	F	16697	1971
Brian	M	32637	1971
Heather	F	16321	1972
William	M	30529	1972
Stephanie	F	17263	1973
William	M	28021	1973
Stephanie	F	16983	1974
Matthew	M	27224	1974
Stephanie	F	15774	1975
Matthew	M	28550	1975
Lisa	F	17351	1976
Matthew	M	29981	1976
Amanda	F	18280	1977
Matthew	M	31973	1977
Michelle	F	18860	1978
Brian	M	29451	1978
Nicole	F	19511	1979
Joshua	M	31137	1979
Elizabeth	F	19528	1980
Robert	M	34280	1980
Elizabeth	F	20173	1981
Robert	M	34406	1981
Crystal	F	19104	1982
Robert	M	34425	1982
Heather	F	20746	1983
John	M	33153	1983
Heather	F	21492	1984
Robert	M	31773	1984
Elizabeth	F	20541	1985
John	M	31500	1985
Heather	F	19792	1986
Robert	M	31349	1986
Heather	F	18979	1987
Justin	M	31492	1987
Nicole	F	20311	1988
James	M	32510	1988
Lauren	F	21063	1989
James	M	32703	1989
Elizabeth	F	20744	1990
Justin	M	30641	1990
Elizabeth	F	20392	1991
Joseph	M	29834	1991
Elizabeth	F	19032	1992
James	M	28503	1992
Elizabeth	F	17557	1993
Jacob	M	27484	1993
Elizabeth	F	16782	1994
Nicholas	M	27762	1994
Amanda	F	16351	1995
Daniel	M	26722	1995
Rachel	F	16117	1996
Austin	M	25660	1996
Elizabeth	F	15423	1997
Austin	M	25117	1997
Madison	F	17787	1998
Andrew	M	23658	1998
Jessica	F	16348	1999
Daniel	M	22694	1999
Elizabeth	F	15099	2000
Daniel	M	22319	2000
Elizabeth	F	14786	2001
Daniel	M	20989	2001
Samantha	F	14666	2002
Nicholas	M	21390	2002
Elizabeth	F	14103	2003
Christopher	M	20749	2003
Samantha	F	13783	2004
Joseph	M	20125	2004
Ava	F	13605	2005
Joseph	M	19217	2005
Sophia	F	13501	2006
Anthony	M	19404	2006
Hannah	F	13312	2007
Matthew	M	18739	2007
Elizabeth	F	12008	2008
Christopher	M	17947	2008
Chloe	F	11909	2009
Noah	M	17247	2009
Chloe	F	11754	2010
Aiden	M	15538	2010
Mia	F	11530	2011
Aiden	M	15496	2011
Madison	F	11397	2012
Alexander	M	15237	2012
Madison	F	10596	2013
Jayden	M	14766	2013
Madison	F	10320	2014
James	M	14431	2014
Charlotte	F	11398	2015
Michael	M	14431	2015
Emily	F	10972	2016
Elijah	M	13902	2016
Evelyn	F	10712	2017
Oliver	M	13193	2017
Harper	F	10582	2018
Mason	M	12435	2018
