Richard	M	21246	1924
Doris	F	16074	1925
Richard	M	23268	1925
Virginia	F	16162	1926
Joseph	M	23759	1926
Virginia	F	15725	1927
Donald	M	23840	1927
Barbara	F	14873	1928
George	M	24400	1928
Ruth	F	16019	1929
George	M	23017	1929
Joan	F	15479	1930
George	M	22784	1930
Patricia	F	16468	1931
George	M	20687	1931
Helen	F	16376	1932
George	M	20436	1932
Helen	F	14643	1933
George	M	18358	1933
Margaret	F	15144	1934
George	M	18497	1934
Margaret	F	14725	1935
George	M	18559	1935
Nancy	F	16756	1936
Thomas	M	18339	1936
Dorothy	F	16572	1937
David	M	20974	1937
Dorothy	F	16348	1938
David	M	22992	1938
Judith	F	16626	1939
Donald	M	24056	1939
Linda	F	18369	1940
Thomas	M	23987	1940
Nancy	F	20881	1941
Thomas	M	26643	1941
Nancy	F	23325	1942
Thomas	M	31098	1942
Sharon	F	24713	1943
Thomas	M	32865	1943
Judith	F	22430	1944
Thomas	M	31598	1944
Sharon	F	20834	1945
Thomas	M	31869	1945
Susan	F	28267	1946
Thomas	M	38867	1946
Susan	F	31954	1947
Thomas	M	44835	1947
Carol	F	28979	1948
Thomas	M	43778	1948
Carol	F	26783	1949
Thomas	M	45202	1949
Sandra	F	28896	1950
Thomas	M	45599	1950
Karen	F	27998	1951
Thomas	M	48284	1951
Karen	F	28959	1952
Thomas	M	48652	1952
Nancy	F	30618	1953
Thomas	M	47005	1953
Karen	F	32454	1954
Thomas	M	47158	1954
Karen	F	33218	1955
Thomas	M	45824	1955
Cynthia	F	32344	1956
Mark	M	48832	1956
Patricia	F	39270	1957
Richard	M	52401	1957
Cynthia	F	31003	1958
Richard	M	49942	1958
Cynthia	F	30167	1959
Richard	M	47169	1959
Debra	F	26739	1960
Richard	M	43546	1960
Cynthia	F	24378	1961
Richard	M	41117	1961
Cynthia	F	24021	1962
Richard	M	39409	1962
Lori	F	23907	1963
Richard	M	40786	1963
Linda	F	23633	1964
Richard	M	40097	1964
Linda	F	19334	1965
Richard	M	36849	1965
Tammy	F	18621	1966
Richard	M	34469	1966
Tammy	F	18652	1967
Richard	M	33588	1967
Tammy	F	20056	1968
Richard	M	32987	1968
Mary	F	19851	1969
Mark	M	33394	1969
Tammy	F	19586	1970
Brian	M	31930	1970
Tammy	F	17657	1971
Jason	M	34187	1971
Stephanie	F	16885	1972
Brian	M	36322	1972
Heather	F	19349	1973
Brian	M	35715	1973
Lisa	F	19774	1974
Brian	M	34460	1974
Lisa	F	18134	1975
Brian	M	30608	1975
Jessica	F	18370	1976
Brian	M	30532	1976
Kimberly	F	18286	1977
Brian	M	32502	1977
Sarah	F	19977	1978
Robert	M	33396	1978
Angela	F	20256	1979
Robert	M	34026	1979
Amy	F	19835	1980
John	M	35279	1980
Stephanie	F	20209	1981
John	M	34887	1981
Elizabeth	F	20514	1982
John	M	34705	1982
Stephanie	F	22330	1983
Daniel	M	34750	1983
Melissa	F	21891	1984
John	M	32617	1984
Heather	F	21153	1985
Robert	M	32090	1985
Brittany	F	20311	1986
Andrew	M	33856	1986
Nicole	F	20286	1987
James	M	32643	1987
Samantha	F	20699	1988
Daniel	M	34700	1988
Stephanie	F	22768	1989
Justin	M	32843	1989
Jennifer	F	22228	1990
James	M	32349	1990
Jennifer	F	20673	1991
David	M	30414	1991
Stephanie	F	19672	1992
Tyler	M	28794	1992
Amanda	F	20811	1993
Nicholas	M	28107	1993
Amanda	F	18718	1994
Daniel	M	28060	1994
Brittany	F	16476	1995
Brandon	M	26904	1995
Alexis	F	16589	1996
Brandon	M	25846	1996
Alexis	F	17170	1997
Brandon	M	25193	1997
Jessica	F	18235	1998
Tyler	M	23711	1998
Taylor	F	16905	1999
Joseph	M	23213	1999
Jessica	F	15709	2000
Joseph	M	22831	2000
Abigail	F	14807	2001
Joseph	M	22011	2001
Sarah	F	14760	2002
Christopher	M	21684	2002
Ashley	F	14514	2003
Daniel	M	21039	2003
Ashley	F	14373	2004
William	M	20225	2004
Samantha	F	13638	2005
Anthony	M	19379	2005
Hannah	F	14544	2006
Christopher	M	19680	2006
Abigail	F	15470	2007
William	M	18882	2007
Abigail	F	15082	2008
William	M	18391	2008
Abigail	F	14390	2009
Jayden	M	17288	2009
Madison	F	13183	2010
Daniel	M	15843	2010
Madison	F	12389	2011
Alexander	M	15702	2011
Mia	F	12023	2012
Jayden	M	16127	2012
Abigail	F	12409	2013
Alexander	M	14905	2013
Abigail	F	12085	2014
Alexander	M	15414	2014
Emily	F	11786	2015
Alexander	M	14547	2015
Abigail	F	11760	2016
Michael	M	14088	2016
Amelia	F	11833	2017
Elijah	M	13344	2017
Amelia	F	12301	2018
Lucas	M	12585	2018
